# Zini logAge Mini int_IMF  Mass   logL    logTe  logg  label   McoreTP C_O  period0 period1 pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.03 10.000 1.0300624371 2.4789979458    1.029  0.225  3.7469  4.165    1  0.000  0.535     0.00     0.00 -1 -1.64e-13      0.00 7.189e-01 2.551e-01 4.587e-03 1.255e-03 1.142e-02 -1.000 2.602e-02 4.207 5.487 5.058 4.290 3.838 3.488 3.032 2.673 2.622
0.03 10.000 1.0326174498 2.4794960022    1.032  0.236  3.7466  4.154    1  0.000  0.536     0.00     0.00 -1  -1.7e-13      0.00 7.173e-01 2.565e-01 4.614e-03 1.263e-03 1.149e-02 -1.000 2.617e-02 4.180 5.464 5.033 4.265 3.812 3.461 3.005 2.644 2.594
0.03 10.000 1.0370146036 2.4803469181    1.036  0.255  3.7456  4.133    2  0.000  0.536     0.00     0.00 -1  -1.8e-13      0.00 7.153e-01 2.583e-01 4.646e-03 1.271e-03 1.157e-02 -1.000 2.632e-02 4.133 5.432 4.993 4.221 3.766 3.413 2.954 2.591 2.540
0.03 10.000 1.0456601381 2.4819958210    1.045  0.291  3.7425  4.088    2  0.000  0.535     0.00     0.00 -1 -2.02e-13      0.00 7.103e-01 2.630e-01 4.727e-03 1.294e-03 1.177e-02 -1.000 2.673e-02 4.042 5.387 4.923 4.139 3.677 3.319 2.850 2.479 2.427
0.03 10.000 1.0499999523 2.4828116894    1.049  0.308  3.7391  4.060    2  0.000  0.535     0.00     0.00 -1 -2.15e-13      0.00 7.065e-01 2.665e-01 4.785e-03 1.309e-03 1.192e-02 -1.000 2.706e-02 4.001 5.397 4.905 4.109 3.638 3.274 2.795 2.415 2.361
0.03 10.000 1.0532792807 2.4834229946    1.052  0.320  3.7362  4.037    2  0.000  0.536     0.00     0.00 -1 -2.26e-13      0.00 7.035e-01 2.692e-01 4.831e-03 1.322e-03 1.203e-02 -1.000 2.732e-02 3.970 5.409 4.895 4.088 3.610 3.241 2.752 2.365 2.311
0.03 10.000 1.0589429140 2.4844686985    1.058  0.334  3.7271  3.989    2  0.000  0.536     0.00     0.00 -1 -2.44e-13      0.00 6.965e-01 2.756e-01 4.932e-03 1.349e-03 1.227e-02 -1.000 2.790e-02 3.934 5.514 4.927 4.084 3.584 3.200 2.681 2.271 2.212
0.03 10.000 1.0620290041 2.4850330353    1.061  0.335  3.7183  3.954    2  0.000  0.536     0.00     0.00 -1 -2.54e-13      0.00 6.915e-01 2.802e-01 5.000e-03 1.367e-03 1.243e-02 -1.000 2.829e-02 3.932 5.656 4.994 4.117 3.593 3.194 2.646 2.213 2.150
0.03 10.000 1.0640410185 2.4853990078    1.063  0.333  3.7101  3.923    2  0.000  0.537     0.00     0.00 -1 -2.61e-13      0.00 6.878e-01 2.837e-01 5.051e-03 1.381e-03 1.255e-02 -1.000 2.856e-02 3.936 5.801 5.065 4.156 3.610 3.196 2.622 2.166 2.099
0.03 10.000 1.0658395290 2.4857246876    1.064  0.337  3.7014  3.886    2  0.000  0.537     0.00     0.00 -1 -2.73e-13      0.00 6.844e-01 2.869e-01 5.096e-03 1.393e-03 1.266e-02 -1.000 2.874e-02 3.927 5.950 5.132 4.188 3.616 3.187 2.582 2.102 2.032
0.03 10.000 1.0676227808 2.4860465527    1.066  0.358  3.6936  3.834    2  0.000  0.537     0.00     0.00 -1 -3.02e-13      0.00 6.809e-01 2.902e-01 5.136e-03 1.403e-03 1.276e-02 -1.000 2.893e-02 3.874 6.047 5.154 4.177 3.581 3.135 2.504 2.001 1.927
0.03 10.000 1.0691778660 2.4863259792    1.068  0.391  3.6880  3.780    2  0.000  0.537     0.00     0.00 -1 -3.45e-13      0.00 6.776e-01 2.932e-01 5.168e-03 1.412e-03 1.283e-02 -1.000 2.914e-02 3.792 6.072 5.126 4.126 3.512 3.055 2.404 1.885 1.807
0.03 10.000 1.0698525906 2.4864470959    1.068  0.412  3.6863  3.752    3  0.000  0.537     0.00     0.00 -1 -3.74e-13      0.00 6.761e-01 2.946e-01 5.178e-03 1.416e-03 1.286e-02 -1.000 2.924e-02 3.739 6.050 5.088 4.082 3.464 3.003 2.345 1.821 1.743
0.03 10.000 1.0711585283 2.4866807461    1.070  0.460  3.6837  3.694    3  0.000  0.536     0.00     0.00 -1 -4.43e-13      0.00 6.730e-01 2.976e-01 5.184e-03 1.426e-03 1.291e-02 -1.000 2.935e-02 3.621 5.981 4.996 3.979 3.354 2.887 2.220 1.687 1.607
0.03 10.000 1.0721950531 2.4868657589    1.071  0.502  3.6821  3.645    3  0.000  0.531     0.00     0.00 -1 -5.16e-13      0.00 6.702e-01 3.005e-01 5.153e-03 1.454e-03 1.294e-02 -1.000 2.938e-02 3.514 5.901 4.904 3.880 3.251 2.781 2.108 1.570 1.489
0.03 10.000 1.0731486082 2.4870357513    1.072  0.546  3.6808  3.598    3  0.000  0.521     0.00     0.00 -1 -6.01e-13      0.00 6.672e-01 3.033e-01 5.070e-03 1.529e-03 1.296e-02 -1.000 2.953e-02 3.406 5.813 4.807 3.779 3.147 2.675 1.996 1.454 1.373
0.03 10.000 1.0740573406 2.4871971607    1.073  0.590  3.6796  3.549    3  0.000  0.507     0.00     0.00 -1 -7.03e-13      0.00 6.644e-01 3.060e-01 4.942e-03 1.667e-03 1.298e-02 -1.000 2.956e-02 3.295 5.721 4.706 3.673 3.040 2.565 1.882 1.336 1.255
0.03 10.000 1.0748975277 2.4873464108    1.073  0.634  3.6786  3.501    3  0.000  0.491     0.00     0.00 -1 -8.22e-13      0.00 6.617e-01 3.087e-01 4.784e-03 1.860e-03 1.300e-02 -1.000 2.964e-02 3.184 5.628 4.605 3.568 2.933 2.456 1.768 1.220 1.137
0.03 10.000 1.0756236315 2.4874749184    1.074  0.675  3.6776  3.457    3  0.000  0.478     0.00     0.00 -1 -9.49e-13      0.00 6.594e-01 3.109e-01 4.663e-03 2.014e-03 1.302e-02 -1.000 2.965e-02 3.083 5.547 4.515 3.472 2.835 2.355 1.664 1.112 1.029
0.03 10.000 1.0763564110 2.4876046181    1.075  0.719  3.6765  3.408    3  0.000  0.467     0.00     0.00 -1 -1.11e-12      0.00 6.574e-01 3.129e-01 4.567e-03 2.139e-03 1.303e-02 -1.000 2.967e-02 2.972 5.460 4.417 3.368 2.727 2.245 1.549 0.994 0.911
0.03 10.000 1.0769952536 2.4877173901    1.075  0.761  3.6753  3.362    3  0.000  0.460     0.00     0.00 -1 -1.29e-12      0.00 6.558e-01 3.144e-01 4.501e-03 2.223e-03 1.303e-02 -1.000 2.974e-02 2.867 5.381 4.326 3.270 2.627 2.141 1.441 0.883 0.799
0.03 10.000 1.0775871277 2.4878218174    1.076  0.802  3.6741  3.316    3  0.000  0.455     0.00     0.00 -1 -1.49e-12      0.00 6.545e-01 3.158e-01 4.449e-03 2.291e-03 1.304e-02 -1.000 2.976e-02 2.764 5.303 4.236 3.173 2.527 2.039 1.334 0.772 0.687
0.03 10.000 1.0781743526 2.4879252911    1.0761  0.847  3.6728  3.266    3  0.000  0.451     0.00     0.00 -1 -1.75e-12      0.00 6.533e-01 3.168e-01 4.408e-03 2.343e-03 1.304e-02 -1.000 2.981e-02 2.652 5.220 4.139 3.069 2.419 1.928 1.217 0.652 0.566
0.03 10.000 1.0786697865 2.4880125523    1.077  0.888  3.6715  3.220    3  0.000  0.448     0.00     0.00 -1 -2.02e-12      0.00 6.526e-01 3.176e-01 4.383e-03 2.376e-03 1.305e-02 -1.000 2.981e-02 2.550 5.147 4.052 2.975 2.321 1.827 1.111 0.542 0.455
0.03 10.000 1.0792762041 2.4881191254    1.078  0.943  3.6695  3.158    3  0.000  0.445     0.00     0.00 -1 -2.45e-12      0.00 6.518e-01 3.184e-01 4.357e-03 2.409e-03 1.305e-02 -1.000 2.980e-02 2.413 5.053 3.938 2.850 2.191 1.692 0.969 0.394 0.306
0.03 10.000 1.0798035860 2.4882116318    1.0781  0.996  3.6675  3.097    3  0.000  0.444     0.00     0.00 -1 -2.98e-12      0.00 6.514e-01 3.188e-01 4.344e-03 2.427e-03 1.305e-02 -1.000 2.980e-02 2.280 4.964 3.828 2.730 2.065 1.561 0.829 0.249 0.160
0.03 10.000 1.0801689625 2.4882757664    1.0782  1.036  3.6660  3.051    3  0.000  0.443     0.00     0.00 -1 -3.44e-12      0.00 6.512e-01 3.190e-01 4.339e-03 2.434e-03 1.305e-02 -1.000 2.980e-02 2.180 4.900 3.747 2.640 1.971 1.463 0.725 0.139 0.050
0.03 10.000 1.0805152655 2.4883363247    1.079  1.077  3.6643  3.003    3  0.000  0.443     0.00     0.00 -1    -4e-12      0.00 6.511e-01 3.191e-01 4.334e-03 2.439e-03 1.305e-02 -1.000 2.976e-02 2.077 4.836 3.665 2.549 1.874 1.362 0.617 0.027 -0.065
0.03 10.000 1.0809190273 2.4884071350    1.0791  1.129  3.6621  2.942    3  0.000  0.443     0.00     0.00 -1 -4.82e-12      0.00 6.511e-01 3.191e-01 4.333e-03 2.441e-03 1.305e-02 -1.000 2.976e-02 1.947 4.757 3.560 2.433 1.752 1.234 0.481 -0.116 -0.209
0.03 10.000 1.0812773705 2.4884698391    1.0792  1.180  3.6597  2.882    3  0.000  0.442     0.00     0.00 -1  -5.8e-12      0.00 6.511e-01 3.192e-01 4.332e-03 2.443e-03 1.306e-02 -1.000 2.976e-02 1.821 4.684 3.461 2.322 1.634 1.110 0.348 -0.256 -0.351
0.03 10.000 1.0816116333 2.4885282516    1.080  1.232  3.6573  2.821    3  0.000  0.442     0.00     0.00 -1 -7.01e-12      0.00 6.511e-01 3.192e-01 4.331e-03 2.443e-03 1.306e-02 -1.000 2.976e-02 1.691 4.613 3.361 2.210 1.515 0.984 0.212 -0.399 -0.496
0.03 10.000 1.0819061995 2.4885797501    1.0801  1.281  3.6549  2.762    3  0.000  0.442     0.00     0.00 -1  -8.4e-12      0.00 6.511e-01 3.192e-01 4.331e-03 2.444e-03 1.306e-02 -1.000 2.976e-02 1.567 4.550 3.268 2.104 1.401 0.864 0.082 -0.537 -0.635
0.03 10.000 1.0821863413 2.4886286259    1.0802  1.331  3.6524  2.702    3  0.000  0.442     0.00     0.00 -1 -1.01e-11      0.00 6.511e-01 3.192e-01 4.330e-03 2.445e-03 1.306e-02 -1.000 2.976e-02 1.442 4.486 3.173 1.997 1.286 0.741 -0.051 -0.677 -0.777
0.03 10.000 1.0824489594 2.4886744022    1.0803  1.379  3.6499  2.644    3  0.000  0.442     0.00     0.00 -1 -1.21e-11      0.00 6.510e-01 3.192e-01 4.330e-03 2.446e-03 1.306e-02 -1.000 2.977e-02 1.322 4.428 3.084 1.895 1.176 0.625 -0.177 -0.811 -0.914
0.03 10.000 1.0827529430 2.4887273312    1.0804  1.424  3.6476  2.590    3  0.000  0.442     0.00     0.00 -1 -1.42e-11      0.00 6.510e-01 3.192e-01 4.329e-03 2.446e-03 1.306e-02 -1.000 2.977e-02 1.211 4.375 3.002 1.802 1.076 0.517 -0.294 -0.935 -1.039
0.03 10.000 1.0828734636 2.4887485504    1.0805  1.437  3.6470  2.575    3  0.000  0.442     0.00     0.00 -1  -1.5e-11      0.00 6.510e-01 3.192e-01 4.329e-03 2.447e-03 1.306e-02 -1.000 2.977e-02 1.178 4.359 2.978 1.775 1.047 0.486 -0.328 -0.970 -1.076
0.03 10.000 1.0830457211 2.4887783527    1.0806  1.408  3.6489  2.611    3  0.000  0.442     0.00     0.00 -1 -1.36e-11      0.00 6.510e-01 3.192e-01 4.329e-03 2.447e-03 1.306e-02 -1.000 2.977e-02 1.251 4.382 3.026 1.832 1.110 0.556 -0.250 -0.887 -0.991
0.03 10.000 1.0831903219 2.4888036251    1.0807  1.376  3.6509  2.652    3  0.000  0.442     0.00     0.00 -1 -1.21e-11      0.00 6.510e-01 3.192e-01 4.328e-03 2.448e-03 1.306e-02 -1.000 2.977e-02 1.330 4.410 3.079 1.895 1.180 0.632 -0.166 -0.796 -0.898
0.03 10.000 1.0832301378 2.4888105392    1.081  1.364  3.6517  2.666    3  0.000  0.442     0.00     0.00 -1 -1.16e-11      0.00 6.510e-01 3.192e-01 4.328e-03 2.448e-03 1.306e-02 -1.000 2.977e-02 1.360 4.421 3.099 1.919 1.207 0.660 -0.134 -0.763 -0.864
0.03 10.000 1.0832796097 2.4888191223    1.0811  1.377  3.6510  2.651    3  0.000  0.442     0.00     0.00 -1  -1.2e-11      0.00 6.510e-01 3.192e-01 4.328e-03 2.448e-03 1.306e-02 -1.000 2.977e-02 1.328 4.407 3.077 1.893 1.178 0.630 -0.168 -0.798 -0.900
